,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
10585,cinta orde ti me idola prabowo hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
10586,alhamdulillaho kos haji turun bank sih riah,0,0,0,0,0,0,0,0,0,0,0,0
10587,haha babi a t pandai otak,0,1,0,0,0,0,0,0,0,0,0,0
10588,kebe ran jiwa anies kebe ran ego ambisi lihat k anyen brutal 11 12,1,0,1,0,0,0,0,0,1,1,0,0
10589,komisi berantas korupsi kalah bubar,1,0,0,1,0,0,0,0,1,0,0,1
10590,cina warga negara indonesia duku prabowo su auto arab,0,0,0,0,0,0,0,0,0,0,0,0
10591,biadab ahok cina kafir anak anak t pribumi islam gusur rumahn a kehidupann,1,1,1,0,1,1,0,0,0,1,0,0
10592,me abdi kepenti an ase,0,0,0,0,0,0,0,0,0,0,0,0
10593,jokowi kalah demo jokowi kalah rizieq jokowi kalah front bela islam le serkan mendi ru k negara ba t,1,1,1,0,0,0,0,0,1,0,0,1
10594,oh rujukann merah teman teman bare partai komunis indonesia kapok begon bo,1,1,1,0,0,0,0,0,1,1,0,0
10595,amoroso katamsi presiden soeha o,0,0,0,0,0,0,0,0,0,0,0,0
10596,bambang soesatyo usul pilih kepala daerah dewan wakil rakyat daerah komisi berantas korupsi,0,0,0,0,0,0,0,0,0,0,0,0
10597,tonton mbil gelar tikar selonjor mbil opi mantap,0,0,0,0,0,0,0,0,0,0,0,0
10598,seandain prabowo presiden konflik roh semu tipu prabowo,1,0,1,0,0,0,0,0,1,1,0,0
10599,kena nksi as produksi alumunium rusia ancam turun,0,0,0,0,0,0,0,0,0,0,0,0
10600,maju cebur mundur menje kakak alami mukidi,1,0,1,0,0,0,0,0,1,1,0,0
10601,kat ridwan kamil sedih ba et lihat monyet2n tega by the way kanda bua kakak i et deh lumut kanda x8,0,0,0,0,0,0,0,0,0,0,0,0
10602,katolik nu ntara,0,0,0,0,0,0,0,0,0,0,0,0
10603,98 sedih warga tio hoa 28 baur k orang kp beru lindu i eh 98 lari birit birit meni gal rumah suhu,0,0,0,0,0,0,0,0,0,0,0,0
10604,wasuuu ca kem po silit a el cekal ki,0,1,0,0,0,0,0,0,0,0,0,0
10605,sepe i ban k banu hudi pergi jazirah khusus arab te ah sepe i banu najjar qurayza nadir etc,0,0,0,0,0,0,0,0,0,0,0,0
10606,usul bagus t a le serkan,1,0,1,0,0,0,0,0,1,0,0,1
10607,gue mandi bye nabu jamban,0,0,0,0,0,0,0,0,0,0,0,0
10608,anak udik belaka bi mi gir,1,1,1,0,0,0,0,0,1,1,0,0
10609,umat islam ra kecewa marah hadap rezim manusiawi ulama kriminal sih anti sih e sikap veustadalfian,1,0,0,1,1,0,0,0,0,0,1,0
10610,boro boro cacat,1,1,1,0,0,0,1,0,0,1,0,0
10611,tuduh partai komunis indonesia jokowi anti islam rakyat perca k anye contoh,1,0,1,0,0,0,0,0,1,1,0,0
10612,malaysia butuh tenaga jo os indonesia indonesia kerja tn kara lapa an kerja t t cina otak hoi jabat a l bacot co orang,1,1,1,0,0,0,0,0,1,1,0,0
10613,jilat kontol sih e tega masuk memek,0,1,0,0,0,0,0,0,0,0,0,0
10614,random pali pe gereja ma2 kristen rambut botak botak pakai obat tumbuh rambut kerja piston random,0,0,0,0,0,0,0,0,0,0,0,0
10615,nan gue marah gue gue marah sih bre sek me hina agama gue gue gue hina masuk junju ann nadiln anonymous,1,1,1,0,0,0,0,0,1,1,0,0
10616,bejat bangsat culik elakuin manusia iblis kali hhhhh emosi gue anjir,1,1,1,0,0,0,0,0,1,1,0,0
10617,picik picek,1,1,1,0,0,0,1,0,0,1,0,0
10618,presiden t magis,0,0,0,0,0,0,0,0,0,0,0,0
10619,perawan tua lesbi nyinyir resek,0,1,0,0,0,0,0,0,0,0,0,0
10620,alkohol bi haram gunaann deh an agama,0,0,0,0,0,0,0,0,0,0,0,0
10621,aduh h akuisisi bawa bawa teman orang asi bera i 51 milik perintah,0,0,0,0,0,0,0,0,0,0,0,0
10622,tuduh konsisten tuduh gus liberal komunis,0,0,0,0,0,0,0,0,0,0,0,0
10623,goblok asli,1,1,1,0,0,0,0,0,1,1,0,0
10624,beliau seora ulama tokoh at karismatik populer kalimantan ahislam h hardcase yuk aji,0,0,0,0,0,0,0,0,0,0,0,0
10625,eh cina setan numpa makan indonesia enak,1,1,0,1,0,1,0,0,0,0,1,0
10626,aman bani onta minum ekst tinja al urine onta oaahahaa,1,1,1,0,0,0,0,0,1,1,0,0
10627,4 asyikm3na,0,0,0,0,0,0,0,0,0,0,0,0
10628,benda bodoh baca nih kora golo an bijak pandai bi ai at nih ribu,0,1,0,0,0,0,0,0,0,0,0,0
10629,susilo bambang yudhoyono asli enak ba et nada prestasi rezim kara susilo bambang yudhoyono ejek 10 kura an susilo bambang yudhoyono ran sih an rezimn makan jabat prestasi biar ejek mulu,1,0,0,1,0,0,0,0,1,0,1,0
10630,ai lewih seri tempo manah jalema tolol nu an bi enahna t a pikir tah manah,1,1,1,0,0,0,0,0,1,1,0,0
10631,cebo e i otak aksesoris kepala 2019 ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
10632,co nu nta an islam freefo newmont indonesia t aset aset negara dita an asi,0,0,0,0,0,0,0,0,0,0,0,0
10633,ahok bebas ulama komando revolusi le serkan jokowi berita islam jokowi perintah kepala polisi republik indonesia,1,0,1,0,0,0,0,0,1,1,0,0
10634,oh maaf setan,1,1,1,0,0,0,0,0,1,1,0,0
10635,delapan puluh majlis fatwa keba an umat islam haram babit program zionis masuk kelab kelab rotary lion dsbn,0,0,0,0,0,0,0,0,0,0,0,0
10636,banci kali,1,1,1,0,0,0,0,1,0,1,0,0
10637,r fan k a,1,1,0,1,0,0,0,0,1,0,1,0
10638,kin ilmu agama ban k ilmu at mudahn me atak kafir seseora diam at kitab su,0,0,0,0,0,0,0,0,0,0,0,0
10639,duan culun,0,1,0,0,0,0,0,0,0,0,0,0
10640,ai kunyuk,1,1,0,1,0,0,0,0,1,0,1,0
10641,biksu cabul mela gar ajar buddha muslim teroris sesuai ajar islam,1,1,0,1,1,0,0,0,0,0,1,0
10642,bijak pe embalian bebas kerumit x89memberikan garansi rumit konsumen pe embalian bara cacat ru k produksi konsumen 7 ta gal beli hazid haus mini kuiz yuk,0,0,0,0,0,0,0,0,0,0,0,0
10643,emak mbak kismis miskin nek tai tikus kismis,0,0,0,0,0,0,0,0,0,0,0,0
10644,kacrut nih,1,1,1,0,0,0,0,0,1,1,0,0
10645,mata belo ba et coy sipit allah teri at ba h2an mos t a beda ba et do wkwk,0,0,0,0,0,0,0,0,0,0,0,0
10646,keren lagu ba,0,0,0,0,0,0,0,0,0,0,0,0
10647,jisu bi akti sok keren lugas lihat udik lihat ba et newbien lihat ba et l,1,1,1,0,0,0,0,0,1,1,0,0
10648,pe ejawantah agama candu kura komunis coba,0,0,0,0,0,0,0,0,0,0,0,0
10649,deh an usirdubesm nmar cabut nobel suu kyi bedan deh an turun jokowi bubar dewan wakil rakyat demo,1,0,1,0,0,0,0,0,1,1,0,0
10650,pro hudi,0,0,0,0,0,0,0,0,0,0,0,0
10651,duit haram hasil gratifikasi sogo cuko ase reklamasi 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
10652,1 baji an,1,1,1,0,0,0,0,0,1,1,0,0
10653,emak sih ah hina ba et sih ahn surat pemberitahuan km,1,1,1,0,0,0,0,0,1,1,0,0
10654,ekonomi roket,0,0,0,0,0,0,0,0,0,0,0,0
10655,kecebo baji an,1,1,0,1,0,0,0,0,1,0,1,0
10656,indonesia do o lihat ba et jalan kakak jalan madam bakar manfaat ambil jalur belaka madam asli goblok,1,1,0,1,0,1,0,0,0,0,1,0
10657,ayo blok komunis teamra rusia,0,0,0,0,0,0,0,0,0,0,0,0
10658,iya enak jilat memek memek mulus memek lebat bulun bikin sen sih,0,1,0,0,0,0,0,0,0,0,0,0
10659,gede bacot gede cocot emak andil r mulutn bedebah kacu gerombol jomlo akut kit jiwa,1,1,1,0,0,0,1,0,0,1,0,0
10660,dar a h prabowo tokoh perintah revolusioner republik indonesia juang rakyat semesta a h hilmi partai adil sejahtera tokoh tii,1,0,1,0,0,0,0,0,1,1,0,0
10661,terkuru hati yyyn bisu pikir ttnt l kh iya paanjaa buntu jalan jenuh,0,0,0,0,0,0,0,0,0,0,0,0
10662,ba t sedak kenta gue wkwk tolol lendir memek anji,1,1,1,0,0,0,0,1,0,1,0,0
10663,lihat bagus jamban sih jamban jamban keluarga kura 2 juta jamban kerja 30 kakak 30 jamban memba uji nasional buah nitasi keluarga sehat li ku an kakak,0,0,0,0,0,0,0,0,0,0,0,0
10664,komunis ba t,1,1,0,1,0,1,0,0,0,0,1,0
10665,ayo nu le serkan jokowi gue bantu deh an doa,1,0,1,0,0,0,0,0,1,0,0,1
10666,kalah suara men katan jaman jokowi oke mundur haha k ret,1,1,1,0,0,0,0,0,1,1,0,0
10667,tau sipit atain sipit,0,0,0,0,0,0,0,0,0,0,0,0
10668,cuci pir orang jijik makann ber aturann kayak sbnrn bi ela gar gue laku,0,0,0,0,0,0,0,0,0,0,0,0
10669,makan pus cari hila mendi urus surat dkp tentara nasional indonesia prabowo haha,1,0,1,0,0,0,0,0,1,1,0,0
10670,zaman kara pali aman buta huruf budek oi kampung sih keruh,0,0,0,0,0,0,0,0,0,0,0,0
10671,baca sih e malas gerak anjing mendi pesan suara wkwk,0,1,0,0,0,0,0,0,0,0,0,0
10672,caplok indonesia beli ham 51 harga rp55t klarifikasi ajar harga j mudah kasih izin tamba asi,0,0,0,0,0,0,0,0,0,0,0,0
10673,aduh sipit mami main et jin oppa,0,0,0,0,0,0,0,0,0,0,0,0
10674,pe bunuh kit ledak bom nuklir mahal,0,0,0,0,0,0,0,0,0,0,0,0
10675,perhati nada kelompok seda me garap film komedi deh an trik raih perhati ban k tonton me peka alhasil film lucu mata bom takjil,0,0,0,0,0,0,0,0,0,0,0,0
10676,gara gara,0,1,0,0,0,0,0,0,0,0,0,0
10677,tena an panik a khawatir jok ribu lapa an kerja ribu tenaga kerja asing republik rakyat cina selamat ber antre ria wkwk,1,0,1,0,0,1,0,0,0,1,0,0
10678,prabowo subianto gagal maju prabowo gagal pindah on,1,0,1,0,0,0,0,0,1,1,0,0
10679,keduan belaga pe imam,0,0,0,0,0,0,0,0,0,0,0,0
10680,k kalah monyet monyet bi cari duit beritaterha at,0,0,0,0,0,0,0,0,0,0,0,0
10681,mbok demo bubar dewan wakil rakyat ti sih luwih,1,0,0,1,0,0,0,0,1,0,1,0
10682,suka atain jokowi partai komunis indonesia antek cina asi ase haha,1,0,1,0,0,0,0,0,1,1,0,0
10683,pakai 1000 triliun cicil huta 2 rejim sebelumn,0,0,0,0,0,0,0,0,0,0,0,0
10684,kaum bikin rusuh do omo kotor mudah dbodohi jabat kotor nilai seseora trn ta lihat gelarn,1,1,0,1,0,0,0,0,1,0,1,0
10685,emak makan corgidan harap disc jockey mc realita show duduk duduk malas an kayak junior jalan drama kalem kalem pokokn bikin su h soaln tau aron,0,0,0,0,0,0,0,0,0,0,0,0
10686,mantap memek crot nih ooohhhhh lemas,0,1,0,0,0,0,0,0,0,0,0,0
10687,memek lihat,0,1,0,0,0,0,0,0,0,0,0,0
10688,a i pe an anmu gu 2 menit arti benco gembel warung internet haha,1,1,1,0,0,0,0,1,0,1,0,0
10689,lucas racun cakap racun rap nmon maaf racun rap,0,1,0,0,0,0,0,0,0,0,0,0
10690,iler ri 1 prabowo maksudn haha,1,0,1,0,0,0,0,0,1,1,0,0
10691,serah sok kelas najis,1,1,1,0,0,0,0,0,1,1,0,0
10692,pe acara set novanto otot pema gilan klienn izin presiden,0,0,0,0,0,0,0,0,0,0,0,0
10693,1 kacau hukum politik sosial 2 ta gu presiden 3 jokowi biar 4 le serkan jokowi ayopenja an ahok,1,0,1,0,0,0,0,0,1,0,0,1
10694,eles mulu cebo kafir haha otak nya e na kep kalimat ata2in islam ban eles nih cebo kafir intoleran ra munafik makan tai ahok minum rendam kolor oplos kenci onta haha,1,1,1,0,1,0,0,0,0,1,0,0
10695,aco nih kunti,0,0,0,0,0,0,0,0,0,0,0,0
10696,halo unda an kah giat me unda han lon pilih kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
10697,akun ketua andre cebo susup homo k ret,1,1,1,0,0,0,0,1,0,1,0,0
10698,sipit intin mata kakak k pakai kacamata,0,0,0,0,0,0,0,0,0,0,0,0
10699,idih nan te hir emak e modar,0,1,0,0,0,0,0,0,0,0,0,0
10700,fenomena nation brandi korea selatan citra girl band hadap buda konsumerisme abg mene ah mikro alias ayo,0,0,0,0,0,0,0,0,0,0,0,0
10701,,0,0,0,0,0,0,0,0,0,0,0,0
10702,susilo bambang yudhoyono grand master politik gup main beliau jokowi presiden,1,0,1,0,0,0,0,0,1,1,0,0
10703,co orang k a,1,1,1,0,0,0,0,0,1,1,0,0
10704,1953 komunis ulama dakwah deh an agen agama arab keras fase at men makan agama mabuk agama lantas kecewa muncul akhirn me a gap agama,0,0,0,0,0,0,0,0,0,0,0,0
10705,getah as,0,0,0,0,0,0,0,0,0,0,0,0
10706,ciputra life ber motif tawar produk asuransi xtra proteksi deh an manfaat pemba ran sih total a suran kredit te a gu me alami celaka cacat total kendara mil,0,0,0,0,0,0,0,0,0,0,0,0
10707,a in ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
10708,tawar rumah sih hudi jual ti galmu hudi jual rumah deh an harga ribu dinar ribu dinar harga rumah ribu be eta deh an ibn,0,0,0,0,0,0,0,0,0,0,0,0
10709,duku an polisi republik indonesia lawan berita hoaks isu ra benci a mendu polisi republik indonesia sukses pilih kepala daerah serentak 2018 aman damai,0,0,0,0,0,0,0,0,0,0,0,0
10710,hakim lucu makan gizi nih sih lokal stand up day kemarin,0,0,0,0,0,0,0,0,0,0,0,0
10711,rezim gila aneh konyol kemarin acara rembuk aktivis 98 sih e tonton lawak bikin tertawa acara hadir presiden,1,0,0,1,0,0,0,0,1,0,1,0
10712,benci muslim bia antek komunis puluh bantai muslim,1,0,0,1,1,1,0,0,0,0,1,0
10713,sih ean cari cari lahan lemah komisi berantas korupsi uju uju komisi berantas korupsi bi bubar,1,0,0,1,0,0,0,0,1,0,1,0
10714,kakak kristen robe,0,0,0,0,0,0,0,0,0,0,0,0
10715,jaman mas jaman sekolah sekolah kristen teori evolusi izin ajar meni galkan ajar creationis,0,0,0,0,0,0,0,0,0,0,0,0
10716,kader bakar 7 sekolah,1,0,1,0,0,0,0,0,1,1,0,0
10717,polisi selidik presiden partai adil sejahtera kemu unsur pidana,0,0,0,0,0,0,0,0,0,0,0,0
10718,tindak ekonomi manusia landas pilih pali pali me untu,0,0,0,0,0,0,0,0,0,0,0,0
10719,sih apes ban k bacot,1,1,1,0,0,0,0,0,1,1,0,0
10720,gubernur be emu menteri negeri raja maroko noureddine boutayeb rabat 18 april 2018 pe emuan bilateral bahas ban k li perkemba an ekonomi politik 20 te hir,0,0,0,0,0,0,0,0,0,0,0,0
10721,8stmenfess to natural killer ngewe nfr,0,1,0,0,0,0,0,0,0,0,0,0
10722,cowok entot gante banget haha,0,1,0,0,0,0,0,0,0,0,0,0
10723,adat jelek bi jelek nsupa elolosin maksud nka k bom bunuh rupan kacrut,1,1,1,0,0,0,0,0,1,1,0,0
10724,jokowi motor listrik produsen motor su lirik papua presiden joko gue,0,0,0,0,0,0,0,0,0,0,0,0
10725,masuk kelab malam etika pakai masuk masjid tera 2 papar etika pakai gar pergi iran kelambu paham adab buda na beda adab na kit k,0,0,0,0,0,0,0,0,0,0,0,0
10726,mende ar ki h presiden soekarno masjid tutup perintah uni soviet mari simak informasi nahdlatul ulama islamnu ntara islam nu aswaja soekarno indonesia nikita uni soviet,0,0,0,0,0,0,0,0,0,0,0,0
10727,semenjak libur suka ba uji nasional jam 8 pagi untu ta an ula roman pici diula bapern pemerann kakak bani bawa asa,0,0,0,0,0,0,0,0,0,0,0,0
10728,partai komunis indonesia partai komunis indonesia jambret ti sih ai mati kota jambret mati partai komunis indonesia tolol fitnah jambret sih ai mati minimal sih ai rumah kit,1,1,1,0,0,1,0,0,0,1,0,0
10729,sektor kacau fakta sih e2 bunuh bela waras negeri le serkan jokowi gas mpr2017,1,0,1,0,0,0,0,0,1,0,0,1
10730,makan otakn tingkat do ena invisible bi lihat anu mas kunti bi terba,0,0,0,0,0,0,0,0,0,0,0,0
10731,malam nete x9,0,1,0,0,0,0,0,0,0,0,0,0
10732,nyinyir r grup onta,1,1,0,1,0,0,0,0,1,0,1,0
10733,x94berbinca deh an gadis npanda an matan henti seora pemuda mata sipit seda senyum manis sih ai matan hila gadis ai gugup pali tatap wajahn,0,0,0,0,0,0,0,0,0,0,0,0
10734,babi maju anji,1,1,1,0,0,0,0,0,1,1,0,0
10735,rukun warga lurah camat bupati sih ai gubernur,0,0,0,0,0,0,0,0,0,0,0,0
10736,,0,0,0,0,0,0,0,0,0,0,0,0
10737,hasiln sema at tuan tuan keba kit indonesia penti 2019 ganti presiden bi 2019 ganti sistem demokrasi barbar sepe i kara,1,0,0,1,0,0,0,0,1,0,1,0
10738,om makar om a makar megawati biar cina cina korup bantu likuiditas bank indonesia partai demokrasi indonesia juang le serkan jokowi,1,0,0,1,0,1,0,0,0,0,0,1
10739,katolik doa pakai ro rio suci masuk katedral pua kah,0,0,0,0,0,0,0,0,0,0,0,0
10740,data po ugis sekolah be uju didik baca tulis hitu mudah sebar agama katolik,0,0,0,0,0,0,0,0,0,0,0,0
10741,tim seniman pimpin coba konsep jaket wakil ragam buda indonesia gambar peta indonesia me nuan merah putih makna negara indonesia pilih,0,0,0,0,0,0,0,0,0,0,0,0
10742,an te ipu polo rezim anti islam politic id,1,0,1,0,1,0,0,0,0,1,0,0
10743,sepi ajar betapa at milik teman teman fairy tai,0,0,0,0,0,0,0,0,0,0,0,0
10744,musuh deh an kafir selagi gu agama rapat deh an kafir pera ai dakwah islam deh an,0,0,0,0,0,0,0,0,0,0,0,0
10745,bahan bakar minyak harga jalan tol pe jadin sepi jalan tol bandara bi modal akhirn jual beli asi ase,0,0,0,0,0,0,0,0,0,0,0,0
10746,tonton tros a 2 takut bo tai gyu gara gara peran psikopat,0,0,0,0,0,0,0,0,0,0,0,0
10747,jejak bekas tapak kaki bekas kah bekas adan sebagain laku jejal jejal penuh k penuh hi bera k a k,0,0,0,0,0,0,0,0,0,0,0,0
10748,persis ajar te hir laku perempuan hormat mulia mulia assikalaibine kitab kamasutran bugis,0,0,0,0,0,0,0,0,0,0,0,0
10749,rejim buku almarhum rupiah 1000 rupiah 1 norak 2 makan nasi jagu,0,0,0,0,0,0,0,0,0,0,0,0
10750,tri k a banget sih,1,1,1,0,0,0,0,0,1,1,0,0
10751,bacot homo aneh ba t goblok peang baji an klek gue ghh ah mhh,1,1,1,0,0,0,0,0,1,1,0,0
10752,presiden me gelar rapat kabinet batas agenda bahas cepat pelak naan beru tb3r majkw,0,0,0,0,0,0,0,0,0,0,0,0
10753,oi bre sek,1,1,1,0,0,0,0,0,1,1,0,0
10754,detik detik mendala malam suntuk halaman menteri negeri 13 april malam,0,0,0,0,0,0,0,0,0,0,0,0
10755,204 duga pela garan aparatur sipil negara pilih kepala daerah sulawesi te gara,0,0,0,0,0,0,0,0,0,0,0,0
10756,bijak pe embalian cacat ru k konsumen 7 kerumit haus mini kuiz hausid,0,0,0,0,0,0,0,0,0,0,0,0
10757,gara gara bela dakwa nista agama remuk sukurin,1,0,1,0,0,0,0,0,1,1,0,0
10758,kakak teristik hindu islam beda ti bi nilai ajar islam sudut panda hindu sebalikn be an hindu nu ntara ba et bi keci,0,0,0,0,0,0,0,0,0,0,0,0
10759,selamat pagi selamat sema at be tivitas salam 2 periode jokowi presiden joko widodo jokowi catat mer 30 proyek strategis nasional play station network terhitu 2016 2017 jokowi 2019,0,0,0,0,0,0,0,0,0,0,0,0
10760,haram unsur najis,0,0,0,0,0,0,0,0,0,0,0,0
10761,juragan partai komunis indonesia juragan partai komunis indonesia juragan partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,0,1
10762,biar panas alias babi kaaaaau wkwk nja an canda mamah gue,0,1,0,0,0,0,0,0,0,0,0,0
10763,siti goblok hidup indon sedekah bis malaysia makmur kakak ra,1,1,1,0,0,1,0,0,0,1,0,0
10764,serapat sembunyi ba cium,0,0,0,0,0,0,0,0,0,0,0,0
10765,kara kara katolik even mama elara mu kin takut bi jaga but i ve told him that i will do the exact thi that my parents do if don t just for,0,0,0,0,0,0,0,0,0,0,0,0
10766,lipat lipat nogt pimpin an nih pergi onta,0,0,0,0,0,0,0,0,0,0,0,0
10767,in mak srimul nih supa tunjang raya sih sontoloyo transfer,1,1,1,0,0,0,0,0,1,1,0,0
10768,teman k ret aman,0,1,0,0,0,0,0,0,0,0,0,0
10769,5 presiden airpo ajati bi men kura 5 6 juta penumpa tahap pe rupa airpo terbe r soekarno hatta jokowisele ikanke ajati,0,0,0,0,0,0,0,0,0,0,0,0
10770,titip mulu kacrut,1,1,1,0,0,0,0,0,1,1,0,0
10771,bentukn titit bocah tk,0,1,0,0,0,0,0,0,0,0,0,0
10772,modar jiah,1,1,1,0,0,0,0,0,1,1,0,0
10773,sih ruben idih ba et kemarin kemarin bilang nikita gau laden rap kara nikita bela lucinta jijik r pantat wajan,1,1,1,0,0,0,0,0,1,1,0,0
10774,sebenern mem i hak men kafir mem i hak kriteria kafir,0,0,0,0,0,0,0,0,0,0,0,0
10775,wakil gubernur kayak le serkan pencitraanmeika a,1,0,1,0,0,0,0,0,1,1,0,0
10776,pokon harry next tour jaka a titit gue sunat,0,1,0,0,0,0,0,0,0,0,0,0
10777,manusia homo,0,1,0,0,0,0,0,0,0,0,0,0
10778,beda dasar masyarakat oposisi pro rejim masyarakat pro rejim kin orang gemar i kar janji orang amanah,0,0,0,0,0,0,0,0,0,0,0,0
10779,allah seora hafiz nan mujahid bi a kat nikmat imann mu mu hamba ban k cacat npun amal andal,0,0,0,0,0,0,0,0,0,0,0,0
10780,oke,0,0,0,0,0,0,0,0,0,0,0,0
10781,gue goblok,0,1,0,0,0,0,0,0,0,0,0,0
10782,e i tentara nasional indonesia maun ngewe banci nmndi tania tentara nasional indonesia tania kasih memek,1,1,0,1,0,0,0,1,0,0,1,0
10783,lin gubernur indonesia uji beliau berani lawan lomerat2 hitam gubernur sblmn han berani t berda 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
10784,ba,1,1,1,0,0,0,0,0,1,1,0,0
10785,latih ba biar terbia bom,0,0,0,0,0,0,0,0,0,0,0,0
10786,sumpah gue boho gue kerja pabrik feronikel milik rusia kerja ban orang cina gue jijik jorokn bab siram makan babi ular kadal pali bikin gue je keluarga bau badann mas allah taha,1,1,0,1,0,1,0,0,0,0,1,0
10787,gue dadak budek,0,0,0,0,0,0,0,0,0,0,0,0
10788,halo hani bani sweety ela akunn kit syoppinkn lt ela bibi cekeu cekeu go perkamenn hani,0,0,0,0,0,0,0,0,0,0,0,0
10789,tau sukmawati tau seora baca puisi nurani kenal sukmawati kenal iblis seda,1,1,1,0,0,0,0,0,1,1,0,0
10790,pakde berani tes dna anti perintah perca pakde turun komunis,1,0,1,0,0,0,0,0,1,1,0,0
10791,hihi ciri khasn cebo kacu do oke nih,1,1,0,1,0,0,0,0,1,0,1,0
10792,a t ri kas nbaha makhluk ase eak x as salam was salam haha me larut hidup kora nih,1,0,1,0,1,0,0,0,0,1,0,0
10793,e hem mas main memek adik do,0,1,0,0,0,0,0,0,0,0,0,0
10794,a k kafir sih hadat,0,0,0,0,0,0,0,0,0,0,0,0
10795,sisternet menteri desa bangun daerah tinggal transmigrasi doro manfaat internet ti katkan ekonomi percaya an,0,0,0,0,0,0,0,0,0,0,0,0
10796,garuda ba krutkan biar bi dikua i asi ase cina laknat le serkan garuda ba krut,1,0,0,1,0,1,0,0,0,0,0,1
10797,periode indonesia negara gagal gagal cipta puluh juta lap kerja gagal kekua an gagal huta gagal bahan bakar minyak gagal foto kupi ins allah 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
10798,omojy akun isi giveaway cocot harusn mema,1,1,1,0,0,0,0,0,1,1,0,0
10799,sumpah pali suka no pe berisik sewa studio tau udik ngewe,1,1,1,0,0,0,0,0,1,1,0,0
10800,indahn cocot,0,1,0,0,0,0,0,0,0,0,0,0
10801,tebar anjir anjir sepe i teroris emak teroris indentik han bom,0,0,0,0,0,0,0,0,0,0,0,0
10802,coba deh mbak tan om taufik gerindra teman teman ase ban k soaln pilih kepala daerah daerah khusus kota om taufik makan makan ase daerah jaka a utara kemarin k anye,0,0,0,0,0,0,0,0,0,0,0,0
10803,i atkan hati hati sosial media meny aikan an pera kap komunikasi agresif provokatif jalan me gelagar 2019 ganti presiden tuju like yuk,0,0,0,0,0,0,0,0,0,0,0,0
10804,aduh goblok sih nur sugik mg acara ahok acara emak ahok mg entad entod jancuk jancuk asyik ahok gelar a,1,1,1,0,0,0,0,0,1,1,0,0
10805,1 proyek infrastruktur perintah berma proyek jalan tol manado bitu tumaluntu kabupaten maha utara sulawesi utara,0,0,0,0,0,0,0,0,0,0,0,0
10806,rizal ramli ca gubernur daerah khusus kota jaka a sejuk tena,0,0,0,0,0,0,0,0,0,0,0,0
10807,indonesia pali anti kit2 partai komunis indonesia cari presiden a kait buruk han jasimpel indonesiaba kit2019,0,0,0,0,0,0,0,0,0,0,0,0
10808,hehe ajar do sp ajar kristen,0,0,0,0,0,0,0,0,0,0,0,0
10809,5 sebentar rocky beru paham kali islam bi terima kitab suci al qur an gap fiksi mera al qur an fakta hidup,0,0,0,0,0,0,0,0,0,0,0,0
10810,anak sekolah zaman now nmasukn culun lulus du,0,1,0,0,0,0,0,0,0,0,0,0
10811,goda setan kutuk,0,0,0,0,0,0,0,0,0,0,0,0
10812,ta kap pelakun polisi bi le serkan jokowi rezim partai komunis indonesia,1,0,1,0,0,1,0,0,0,0,0,1
10813,asyik buda barat sih ai jaman romawi suka tukar critical cultural studies makan pus,0,0,0,0,0,0,0,0,0,0,0,0
10814,keduluan cina produksi ca kul t tor semprot hama genset,0,0,0,0,0,0,0,0,0,0,0,0
10815,ses ain na duduk makan roti bua nde ar lagu tari ber,0,0,0,0,0,0,0,0,0,0,0,0
10816,foto kilas entot kandu malam kakak kilas lihat respon 100 retweet kakak foto entot full body,0,1,0,0,0,0,0,0,0,0,0,0
10817,btu 21 4 2018 pagi mas at adat badui jalan tuju kantor gubernur banten kawa t perintah provinsi banten kawasan pusat perintah provinsi banten curug kota sera seba badui 2018 madi i,0,0,0,0,0,0,0,0,0,0,0,0
10818,papa kakak penti abu iman tobat ti uni allah subhanahu wa taala,0,0,0,0,0,0,0,0,0,0,0,0
10819,cerita lagu sih raja monyet pe,0,0,0,0,0,0,0,0,0,0,0,0
10820,kara tadin gila siput sipit,0,0,0,0,0,0,0,0,0,0,0,0
10821,true banget kyuhyun pantai pakai manset udik r jihoon,1,1,1,0,0,0,0,0,1,1,0,0
10822,mari bela islam maksiat li maki caci gibah adu domba laknat,0,0,0,0,0,0,0,0,0,0,0,0
10823,ummar bin khattab ah jablay poligami,1,1,1,0,0,0,0,0,1,1,0,0
10824,babi meeti sih ai jam kit pi,0,1,0,0,0,0,0,0,0,0,0,0
10825,ba et jari ann gue mencret,0,1,0,0,0,0,0,0,0,0,0,0
10826,seora me kristen hidup bedan deh an dunia kabur hina cermin mulia allah kasihan kristus harold freligh,0,0,0,0,0,0,0,0,0,0,0,0
10827,ku entot loba pantat cantik km kontol urut be r ukur jari sete ah be r panja km gup cantik,0,1,0,0,0,0,0,0,0,0,0,0
